group	accession	organism	family	length_bp	n_cds	n_rrna	source	lineage
anthozoa	NC_024671.1	Duncanopsammia peltata	Dendrophylliidae	18966	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Duncanopsammia
anthozoa	NC_026025.1	Tubastraea coccinea	Dendrophylliidae	19070	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Tubastraea
anthozoa	NC_056884.1	Tubastraea diaphana	Dendrophylliidae	19093	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Tubastraea
anthozoa	NC_056883.1	Tubastraea micranthus	Dendrophylliidae	19085	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Tubastraea
anthozoa	NC_030352.1	Tubastraea tagusensis	Dendrophylliidae	19094	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Tubastraea
anthozoa	NC_070437.1	Turbinaria bifrons	Dendrophylliidae	18880	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Dendrophylliidae;Turbinaria
anthozoa	BK069897.1	Diadumene cincta	Diadumenidae	18023	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Nynantheae;Diadumenidae;Diadumene
anthozoa	BK069898.1	Diadumene leucolena	Diadumenidae	17716	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Nynantheae;Diadumenidae;Diadumene
anthozoa	NC_045515.1	Diadumene lineata	Diadumenidae	17552	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Nynantheae;Diadumenidae;Diadumene
anthozoa	NC_060802.1	Diploastrea heliopora	Diploastraeidae	18363	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Diploastraeidae;Diploastrea
anthozoa	NC_061276.1	Discophyton rudyi	Discophytidae	18723	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Discophytidae;Discophyton
anthozoa	NC_027101.1	Amplexidiscus fenestrafer	Discosomidae	20188	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Amplexidiscus
anthozoa	NC_027100.1	Discosoma nummiforme	Discosomidae	20925	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Discosoma
anthozoa	MH308003.1	Discosoma sp.	Discosomidae	20288	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Discosoma
anthozoa	NC_008071.1	Discosoma sp. CASIZ 168915	Discosomidae	20908	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Discosoma
anthozoa	NC_008072.1	Discosoma sp. CASIZ 168916	Discosomidae	20912	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Discosoma
anthozoa	NC_027104.1	Platyzoanthus mussoides	Discosomidae	20826	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Platyzoanthus
anthozoa	NC_027103.1	Rhodactis indosinensis	Discosomidae	20100	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Rhodactis
anthozoa	NC_008158.1	Rhodactis sp. CASIZ 171755	Discosomidae	20093	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;Discosomidae;Rhodactis
anthozoa	NC_061992.1	Actinoptilum molle	Echinoptilidae	18755	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Echinoptilidae;Actinoptilum
anthozoa	BK071243.1	Edwardsia elegans	Edwardsiidae	17215	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Edwardsiidae;Edwardsia
anthozoa	NC_008164.1	Nematostella sp. JVK-2006	Edwardsiidae	16389	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Edwardsiidae;Nematostella
anthozoa	BK068674.1	Scolanthus callimorphus	Edwardsiidae	16551	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Edwardsiidae;Scolanthus
anthozoa	NC_062009.1	Dichotella gemmacea	Ellisellidae	18769	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Ellisellidae;Dichotella
anthozoa	NC_059855.1	Ellisella ceratophyta	Ellisellidae	18814	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Ellisellidae;Ellisella
anthozoa	OL616230.1	Ellisella sp. ANT83	Ellisellidae	18805	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Ellisellidae;Ellisella
anthozoa	NC_024181.1	Junceella fragilis	Ellisellidae	18724	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Ellisellidae;Junceella
anthozoa	PX070531.1	Nicella sp.	Ellisellidae	18811	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Ellisellidae;Nicella
anthozoa	NC_046474.1	Epizoanthus illoricatus	Epizoanthidae	20447	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Epizoanthidae;Epizoanthus
anthozoa	NC_079938.1	Epizoanthus ramosus	Epizoanthidae	19672	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Epizoanthidae;Epizoanthus
anthozoa	NC_079939.1	Epizoanthus rinbou	Epizoanthidae	19386	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Epizoanthidae;Epizoanthus
anthozoa	NC_079940.1	Epizoanthus scotinus	Epizoanthidae	21875	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Epizoanthidae;Epizoanthus
anthozoa	NC_035666.1	Eunicella albicans	Eunicellidae	19175	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Eunicellidae;Eunicella
anthozoa	NC_035667.1	Eunicella cavolini	Eunicellidae	19316	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Eunicellidae;Eunicella
anthozoa	NC_062012.1	Eunicella tricoronata	Eunicellidae	19184	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Eunicellidae;Eunicella
anthozoa	NC_073494.1	Eunicella verrucosa	Eunicellidae	19267	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Eunicellidae;Eunicella
anthozoa	MW970409.1	Physogyra lichtensteini	Euphyllidae	17286	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Euphyllidae;Physogyra
anthozoa	PP444458.1	Galaxea acrhelia	Euphylliidae	18751	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Euphylliidae;Galaxea
anthozoa	NC_082917.1	Galaxea astreata	Euphylliidae	18481	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Euphylliidae;Galaxea
anthozoa	NC_029696.1	Galaxea fascicularis	Euphylliidae	18751	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Euphylliidae;Galaxea
anthozoa	PP526286.1	Galaxea horrescens	Euphylliidae	18751	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Euphylliidae;Galaxea
anthozoa	NC_082918.1	Galaxea paucisepta	Euphylliidae	18481	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Euphylliidae;Galaxea
anthozoa	NC_020458.1	Euplexaura crassa	Euplexauridae	18674	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Euplexauridae;Euplexaura
anthozoa	NC_008162.1	Colpophyllia natans	Faviidae	16906	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Faviidae;Colpophyllia
anthozoa	PV487495.1	Diploria labyrinthiformis	Faviidae	16905	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Faviidae;Diploria
anthozoa	NC_008163.1	Mussa angulosa	Faviidae	17245	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Faviidae;Mussinae;Mussa
anthozoa	LC916300.1	Polymyces sp. M5039	Flabellidae	19865	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Flabellidae;Polymyces
anthozoa	NC_082103.1	Polymyces wellsi	Flabellidae	19924	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Flabellidae;Polymyces
anthozoa	NC_015640.1	Fungiacyathus stephanus	Fungiacyathidae	19381	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Refertina;Fungiacyathidae;Fungiacyathus
anthozoa	PQ875194.1	Ctenactis crassa	Fungiidae	16292	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Ctenactis
anthozoa	PQ571311.1	Ctenactis echinata	Fungiidae	16663	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Ctenactis
anthozoa	PQ571312.1	Cycloseris costulata	Fungiidae	16451	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Cycloseris
anthozoa	LC851787.1	Cycloseris distorta	Fungiidae	16720	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Cycloseris
anthozoa	PQ875196.1	Cycloseris fragilis	Fungiidae	16522	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Cycloseris
anthozoa	PQ875198.1	Danafungia danai	Fungiidae	16771	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Danafungia
anthozoa	PQ571313.1	Danafungia horrida	Fungiidae	17332	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Danafungia
anthozoa	PQ875199.1	Danafungia scruposa	Fungiidae	17061	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Danafungia
anthozoa	PQ571315.1	Fungia fungites	Fungiidae	16342	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Fungia
anthozoa	PQ571314.1	Fungiidae sp. Clade B	Fungiidae	16455	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae
anthozoa	PQ571316.1	Halomitra pileus	Fungiidae	16551	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Halomitra
anthozoa	PQ571317.1	Heliofungia actiniformis	Fungiidae	16913	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Heliofungia
anthozoa	PQ571318.1	Herpolitha limax	Fungiidae	16619	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Herpolitha
anthozoa	PQ571319.1	Lithophyllon concinna	Fungiidae	16459	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Lithophyllon
anthozoa	PQ571321.1	Lithophyllon scabra	Fungiidae	17014	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Lithophyllon
anthozoa	PQ571320.1	Lithophyllon undulatum	Fungiidae	17026	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Lithophyllon
anthozoa	PQ571322.1	Lobactis scutaria	Fungiidae	16811	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Lobactis
anthozoa	PQ571323.1	Pleuractis gravis	Fungiidae	16497	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Pleuractis
anthozoa	PQ875200.1	Pleuractis moluccensis	Fungiidae	16854	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Pleuractis
anthozoa	LC818212.1	Pleuractis paumotensis	Fungiidae	16497	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Pleuractis
anthozoa	LC818213.1	Podabacia crustacea	Fungiidae	17135	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Podabacia
anthozoa	PQ571324.1	Polyphyllia talpina	Fungiidae	17108	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Polyphyllia
anthozoa	PQ571325.1	Sandalolitha robusta	Fungiidae	17399	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Sandalolitha
anthozoa	LC851790.1	Sinuorota hexagonalis	Fungiidae	16488	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Fungiidae;Sinuorota
anthozoa	NC_044078.1	Funiculina quadrangularis	Funiculinidae	18906	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Funiculinidae;Funiculina
anthozoa	OL912950.1	Galatheanthemum sp. MT-2020	Galatheanthemidae	16633	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Nynantheae;Galatheanthemidae;Galatheanthemum
anthozoa	NC_008157.1	Antillogorgia bipinnata	Gorgoniidae	18733	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Antillogorgia
anthozoa	NC_035669.1	Leptogorgia alba	Gorgoniidae	18848	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	NC_035663.1	Leptogorgia capverdensis	Gorgoniidae	18722	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	KY559406.1	Leptogorgia cf. palma AP-2017	Gorgoniidae	18731	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	KY559404.1	Leptogorgia gaini	Gorgoniidae	19682	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	MN052677.1	Leptogorgia hebes	Gorgoniidae	19247	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	NC_035665.1	Leptogorgia mutabilis	Gorgoniidae	19157	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	NC_035670.1	Leptogorgia sarmentosa	Gorgoniidae	18722	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	KY559412.1	Leptogorgia sp. USNM 1437444	Gorgoniidae	18849	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	MK301592.1	Leptogorgia virgulata	Gorgoniidae	18845	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Leptogorgia
anthozoa	NC_035668.1	Pacifigorgia cairnsi	Gorgoniidae	19156	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Gorgoniidae;Pacifigorgia
anthozoa	NC_027612.1	Halcampoides purpureus	Halcampoididae	18038	15	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Halcampoididae;Halcampoides
anthozoa	MK919659.1	Halipteris cf. finmarchica RH-2019	Halipteridae	18513	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Halipteridae;Halipteris
anthozoa	NC_020375.1	Heliopora coerulea	Helioporidae	18957	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Helioporidae;Heliopora
anthozoa	OL616249.1	Nanipora cf. kamurai ANT79	Helioporidae	18892	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Helioporidae;Nanipora
anthozoa	MT997141.1	Paraphelliactis xishaensis	Hormathiidae	18592	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Nynantheae;Hormathiidae;Paraphelliactis
anthozoa	NC_079941.1	Hydrozoanthus antumbrosus	Hydrozoanthidae	20763	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Hydrozoanthidae;Hydrozoanthus
anthozoa	NC_046400.1	Hydrozoanthus gracilis	Hydrozoanthidae	20689	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Hydrozoanthidae;Hydrozoanthus
anthozoa	NC_079942.1	Hydrozoanthus sils	Hydrozoanthidae	20651	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Hydrozoanthidae;Hydrozoanthus
anthozoa	NC_079943.1	Hydrozoanthus tunicans	Hydrozoanthidae	20763	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;Hydrozoanthidae;Hydrozoanthus
anthozoa	NC_062014.1	Ideogorgia capensis	Ideogorgiidae	19004	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Ideogorgiidae;Ideogorgia
anthozoa	NC_073492.1	Incrustatus comauensis	Incrustatidae	18977	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Incrustatidae;Incrustatus
anthozoa	MW166876.1	Incrustatus sp. AP-2020	Incrustatidae	18989	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Incrustatidae;Incrustatus
anthozoa	NC_062016.1	Isis hippuris	Isididae	18715	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Isididae;Isis
anthozoa	OL616268.1	Rumphella sp. ANT116	Isididae	18736	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Isididae;Rumphella
anthozoa	LC831327.1	Rumphella sp. Sf79	Isididae	18736	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Isididae;Rumphella
anthozoa	NC_062015.1	Isidoides armata	Isidoidae	18874	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Isidoidae;Isidoides
anthozoa	NC_011016.2	Acanella arbuscula	Keratoisididae	18616	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Acanella
anthozoa	OL616196.1	Acanella sp. ANT177	Keratoisididae	18618	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Acanella
anthozoa	PQ420801.1	Adinisis oblonga	Keratoisididae	19384	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Adinisis
anthozoa	PP761328.1	Explorisis katharina	Keratoisididae	19398	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Explorisis
anthozoa	PV847669.1	Jasonisis sp. r XH-2025	Keratoisididae	19350	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Jasonisis
anthozoa	OR326698.1	Keratoisididae sp.	Keratoisididae	19418	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae
anthozoa	NC_062017.1	Keratoisidinae sp. ANT-29	Keratoisididae	19260	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae
anthozoa	PV847670.1	Keratoisis sp.	Keratoisididae	19350	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Keratoisis
anthozoa	OR326691.1	Keratoisis wrighti	Keratoisididae	18978	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Keratoisis
anthozoa	NC_010764.1	Tridentisis candelabrum	Keratoisididae	18923	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae;Tridentisis
anthozoa	OL616243.1	Keroeides sp. ANT112	Keroeididae	19001	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Keroeididae;Keroeides
anthozoa	MK919660.1	Kophobelemnon sp. 1 RH-2019	Kophobelemnidae	18883	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Kophobelemnidae;Kophobelemnon
anthozoa	MK919661.1	Kophobelemnon sp. 3 RH-2019	Kophobelemnidae	19109	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Kophobelemnidae;Kophobelemnon
anthozoa	MK919662.1	Kophobelemnon sp. 4 RH-2019	Kophobelemnidae	19130	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Kophobelemnidae;Kophobelemnon
anthozoa	OL616244.1	Kophobelemnon sp. ANT59	Kophobelemnidae	19129	14	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Kophobelemnidae;Kophobelemnon
anthozoa	NC_062037.1	Leptophyton benayahui	Leptophytidae	19491	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Leptophytidae;Leptophyton
anthozoa	NC_062036.1	Tenerodus fallax	Leptophytidae	21513	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Leptophytidae;Tenerodus
anthozoa	NC_040169.1	Echinophyllia aspera	Lobophylliidae	17697	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Lobophylliidae;Echinophyllia
anthozoa	NC_077518.1	Homophyllia bowerbanki	Lobophylliidae	18154	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Lobophylliidae;Homophyllia
anthozoa	NC_062018.1	Malacacanthus capensis	Malacacanthidae	18727	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Malacacanthidae;Malacacanthus
anthozoa	PV487494.1	Dichocoenia stokesii	Meandrinidae	17171	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Meandrinidae;Dichocoenia
anthozoa	NC_062019.1	Melithaea erythraea	Melithaeidae	18975	14	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Octocorallia;Malacalcyonacea;Melithaeidae;Melithaea
anthozoa	LC851061.1	Astrea annuligera	Merulinidae	17550	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Astrea
anthozoa	LC818210.1	Coelastrea aspera	Merulinidae	16692	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Coelastrea
anthozoa	NC_046690.1	Dipsastraea favus	Merulinidae	17054	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Dipsastraea
anthozoa	NC_044074.1	Dipsastraea rotumana	Merulinidae	16466	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Dipsastraea
anthozoa	NC_035879.1	Favites abdita	Merulinidae	17825	13	3	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Favites
anthozoa	NC_034916.1	Favites pentagona	Merulinidae	18006	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Favites
anthozoa	NC_042795.1	Hydnophora exesa	Merulinidae	17790	13	2	refseq	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Hydnophora
anthozoa	LC851062.1	Leptoria irregularis	Merulinidae	16412	13	2	genbank	Eukaryota;Metazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Vacatina;Merulinidae;Leptoria
