group	accession	organism	family	length_bp	n_cds	n_rrna	source
mollusca	NC_063762.1	Kuphus polythalamius	Teredinidae	18094	12	2	refseq
mollusca	NC_063763.1	Lithoredo abatanica	Teredinidae	16084	12	2	refseq
mollusca	NC_063764.1	Neoteredo reynei	Teredinidae	18035	12	2	refseq
mollusca	NC_063765.1	Nototeredo knoxi	Teredinidae	18431	12	2	refseq
mollusca	NC_063766.1	Teredo bartschi	Teredinidae	16962	12	2	refseq
mollusca	NC_063767.1	Teredothyra matocotana	Teredinidae	17364	12	2	refseq
mollusca	NC_088051.1	Thyasira tokunagai	Thyasiridae	18263	13	2	refseq
mollusca	NC_058301.1	Thysanoteuthis rhombus	Thysanoteuthidae	20545	18	2	refseq
mollusca	NC_026848.1	Cyanoplax caverna	Tonicellidae	15141	13	2	refseq
mollusca	NC_026849.1	Nuttallina californica	Tonicellidae	15604	13	2	refseq
mollusca	NC_082277.1	Tonna galea	Tonnidae	17504	13	2	refseq
mollusca	NC_070289.1	Tremoctopus violaceus	Tremoctopodidae	16191	13	2	refseq
mollusca	NC_034843.1	Neotrigonia margaritacea	Trigoniidae	16739	13	2	refseq
mollusca	NC_016193.1	Trimusculus reticulatus	Trimusculidae	14044	13	2	refseq
mollusca	NC_068819.1	Triopha modesta	Triophidae	14397	13	2	refseq
mollusca	NC_079703.1	Tritonia iocasica	Tritoniidae	14707	13	2	refseq
mollusca	NC_026988.1	Tritonia tetraquetra	Tritoniidae	14540	13	2	refseq
mollusca	NC_079704.1	Tritoniopsis elegans	Tritoniidae	14962	13	2	refseq
mollusca	NC_062608.1	Monodonta labio	Trochidae	16720	13	2	refseq
mollusca	NC_035682.1	Steromphala umbilicalis	Trochidae	16277	13	2	refseq
mollusca	NC_031861.1	Stomatella planulata	Trochidae	17151	13	2	refseq
mollusca	NC_067949.1	Trochus sacellum	Trochidae	16978	13	2	refseq
mollusca	NC_041307.1	Umbonium thomasi	Trochidae	15998	13	2	refseq
mollusca	NC_031860.1	Angaria delphinus	Turbinidae	19554	13	2	refseq
mollusca	NC_028707.1	Angaria neglecta	Turbinidae	19470	13	2	refseq
mollusca	NC_031858.1	Astralium haematragum	Turbinidae	16310	13	2	refseq
mollusca	NC_029366.1	Bolma rugosa	Turbinidae	17432	13	2	refseq
mollusca	NC_081576.1	Lunella correensis	Turbinidae	17309	13	2	refseq
mollusca	NC_031857.1	Lunella granulata	Turbinidae	17190	13	2	refseq
mollusca	NC_061024.1	Turbo cornutus	Turbinidae	17299	13	2	refseq
mollusca	NC_013242.1	Fusiturris similis	Turridae	15595	13	2	refseq
mollusca	NC_038183.1	Gemmuloborsonia moosai	Turridae	15541	13	2	refseq
mollusca	NC_008098.1	Iotyrris cerithiformis	Turridae	15380	13	2	refseq
mollusca	NC_038185.1	Leucosyrinx sp. MNHN IM 2013-19304	Turridae	15358	13	2	refseq
mollusca	NC_084239.1	Unedogemmula leucotropis	Turridae	16362	13	2	refseq
mollusca	NC_068097.1	Maoricolpus roseus	Turritellidae	15865	13	2	refseq
mollusca	NC_029717.1	Turritella bacillum	Turritellidae	15868	13	2	refseq
mollusca	NC_045529.1	Aculamprotula scripta	Unionidae	15688	13	2	refseq
mollusca	NC_029210.1	Aculamprotula tientsinensis	Unionidae	15695	14	2	refseq
mollusca	NC_042472.1	Acuticosta chinensis	Unionidae	15652	13	2	refseq
mollusca	NC_038155.1	Alasmidonta varicosa	Unionidae	15693	14	2	refseq
mollusca	NC_050056.1	Amblema plicata	Unionidae	15946	13	2	refseq
mollusca	NC_026674.1	Anemina arcaeformis	Unionidae	15672	13	2	refseq
mollusca	NC_026792.1	Anemina euscaphys	Unionidae	15741	13	2	refseq
mollusca	NC_022803.1	Anodonta anatina	Unionidae	15653	14	2	refseq
mollusca	NC_036488.1	Anodonta cygnea	Unionidae	15613	13	2	refseq
mollusca	NC_057110.1	Anodonta exulcerata	Unionidae	15619	13	2	refseq
mollusca	NC_057111.1	Anodonta nuttalliana	Unionidae	16015	13	2	refseq
mollusca	NC_044110.1	Chamberlainia hainesiana	Unionidae	16746	13	2	refseq
mollusca	NC_012716.1	Cristaria plicata	Unionidae	15712	13	2	refseq
mollusca	NC_066664.1	Cuneopsis demangei	Unionidae	15975	14	2	refseq
mollusca	NC_042471.1	Cuneopsis heudei	Unionidae	15892	13	2	refseq
mollusca	NC_066663.1	Cuneopsis rufescens	Unionidae	15945	14	2	refseq
mollusca	NC_026673.1	Elliptio icterina	Unionidae	16285	13	2	refseq
mollusca	NC_059764.1	Hyriopsis bialata	Unionidae	15919	13	2	refseq
mollusca	NC_062877.1	Lamellidens marginalis	Unionidae	15732	13	2	refseq
mollusca	NC_030336.1	Lamprotula caveata	Unionidae	16641	13	2	refseq
mollusca	NC_026035.1	Lamprotula coreana	Unionidae	15697	13	2	refseq
mollusca	NC_058232.1	Lamprotula cornuumlunae	Unionidae	16635	13	2	refseq
mollusca	NC_023806.1	Lamprotula gottschei	Unionidae	15915	13	2	refseq
mollusca	NC_023346.1	Lamprotula leaii	Unionidae	16530	13	2	refseq
mollusca	NC_030258.1	Lamprotula scripta	Unionidae	16250	13	2	refseq
mollusca	NC_021404.1	Lamprotula tortuosa	Unionidae	15722	13	2	refseq
mollusca	NC_068678.1	Lampsilis cardium	Unionidae	16075	14	2	refseq
mollusca	NC_068677.1	Lampsilis cariosa	Unionidae	15981	14	2	refseq
mollusca	NC_005335.1	Lampsilis ornata	Unionidae	16060	13	2	refseq
mollusca	NC_037720.1	Lampsilis powellii	Unionidae	16043	14	2	refseq
mollusca	NC_037721.1	Lampsilis siliquoidea	Unionidae	16094	14	2	refseq
mollusca	NC_026686.1	Lanceolaria grayii	Unionidae	15736	13	2	refseq
mollusca	NC_023955.1	Lanceolaria lanceolata	Unionidae	15782	13	2	refseq
mollusca	NC_068679.1	Lasmigona complanata	Unionidae	16006	14	2	refseq
mollusca	NC_015481.1	Lasmigona compressa	Unionidae	15903	14	2	refseq
mollusca	NC_059762.1	Lens contradens	Unionidae	15956	13	2	refseq
mollusca	NC_085414.1	Lepidodesma aligera	Unionidae	15769	13	2	refseq
mollusca	NC_029491.1	Lepidodesma languilati	Unionidae	15754	13	2	refseq
mollusca	NC_044111.1	Microcondylaea bonellii	Unionidae	16020	13	2	refseq
mollusca	NC_060593.1	Nodularia douglasiae	Unionidae	15746	13	2	refseq
mollusca	NC_039839.1	Parvasolenaia rivularis	Unionidae	16613	13	2	refseq
mollusca	NC_059763.1	Physunio superbus	Unionidae	16057	13	2	refseq
mollusca	NC_044124.1	Pilsbryoconcha exilis	Unionidae	16168	13	2	refseq
mollusca	NC_050057.1	Pleurobema oviforme	Unionidae	15852	13	2	refseq
mollusca	NC_050058.1	Popenaias popeii	Unionidae	15993	13	2	refseq
mollusca	NC_072970.1	Postolata guangxiensis	Unionidae	15908	14	2	refseq
mollusca	NC_033858.1	Potamilus alatus	Unionidae	16560	14	2	refseq
mollusca	NC_028522.1	Potamilus leptodon	Unionidae	16133	13	2	refseq
mollusca	NC_057093.1	Potamilus streckersoni	Unionidae	16293	14	2	refseq
mollusca	NC_086519.1	Potomida acarnanica	Unionidae	16101	13	2	refseq
mollusca	NC_030073.1	Potomida littoralis	Unionidae	15789	13	2	refseq
mollusca	NC_086518.1	Potomida semirugata	Unionidae	16093	13	2	refseq
mollusca	NC_037431.1	Prolasmidonta heterodon	Unionidae	15909	14	2	refseq
mollusca	NC_057112.1	Pseudanodonta complanata	Unionidae	16171	13	2	refseq
mollusca	NC_042469.1	Pseudocuneopsis capitata	Unionidae	15845	13	2	refseq
mollusca	NC_066661.1	Pseudocuneopsis sichuanensis	Unionidae	15839	14	2	refseq
mollusca	NC_044112.1	Pseudodon vondembuschianus	Unionidae	16028	13	2	refseq
mollusca	NC_013661.1	Pyganodon grandis	Unionidae	15848	13	2	refseq
mollusca	NC_013658.1	Quadrula quadrula	Unionidae	16033	13	2	refseq
mollusca	NC_059765.1	Rectidens sumatrensis	Unionidae	15983	13	2	refseq
mollusca	NC_042470.1	Schistodesmus lampreyanus	Unionidae	15855	13	2	refseq
mollusca	NC_066662.1	Schistodesmus spinosus	Unionidae	15964	14	2	refseq
mollusca	NC_024943.1	Sinanodonta woodiana	Unionidae	16256	14	2	refseq
mollusca	NC_011763.1	Sinohyriopsis cumingii	Unionidae	15954	13	2	refseq
mollusca	NC_015110.1	Sinohyriopsis schlegelii	Unionidae	15939	13	2	refseq
mollusca	NC_022701.1	Sinosolenaia oleivora	Unionidae	16392	13	2	refseq
mollusca	NC_023250.1	Solenaia carinata	Unionidae	16716	14	2	refseq
mollusca	NC_026306.1	Tchangsinaia piscicula	Unionidae	15907	13	2	refseq
mollusca	NC_015483.1	Toxolasma parvum	Unionidae	15949	14	2	refseq
mollusca	NC_085465.1	Unio bruguierianus	Unionidae	15757	13	2	refseq
mollusca	NC_085464.1	Unio carneus	Unionidae	15821	13	2	refseq
mollusca	NC_033976.1	Unio crassus	Unionidae	15781	14	2	refseq
mollusca	NC_033854.1	Unio delphinus	Unionidae	15762	14	2	refseq
mollusca	NC_057113.1	Unio elongatulus	Unionidae	15763	13	2	refseq
mollusca	NC_085466.1	Unio gibbus	Unionidae	15824	13	2	refseq
mollusca	NC_085467.1	Unio gontierii	Unionidae	15788	13	2	refseq
mollusca	NC_085468.1	Unio ionicus	Unionidae	15785	13	2	refseq
mollusca	NC_057114.1	Unio mancus	Unionidae	15756	13	2	refseq
mollusca	NC_085469.1	Unio mardinensis	Unionidae	15792	13	2	refseq
mollusca	NC_015310.1	Unio pictorum	Unionidae	15760	13	2	refseq
mollusca	NC_088032.1	Unio sesirmensis	Unionidae	15757	13	2	refseq
mollusca	NC_085470.1	Unio terminalis	Unionidae	15743	13	2	refseq
mollusca	NC_085471.1	Unio tumidiformis	Unionidae	15739	13	2	refseq
mollusca	NC_085472.1	Unio vicarius	Unionidae	15707	13	2	refseq
mollusca	NC_015479.1	Utterbackia imbecillis	Unionidae	16103	14	2	refseq
mollusca	NC_015477.1	Utterbackia peninsularis	Unionidae	16803	14	2	refseq
mollusca	NC_013659.1	Venustaconcha ellipsiformis	Unionidae	17174	13	2	refseq
mollusca	NC_036381.1	Microceramus pontificus	Urocoptidae	14275	13	2	refseq
mollusca	NC_009689.1	Vampyroteuthis infernalis	Vampyroteuthidae	15617	13	2	refseq
mollusca	NC_056193.1	Callista chinensis	Veneridae	19703	13	2	refseq
mollusca	NC_068244.1	Cryptonema producta	Veneridae	20158	13	2	refseq
mollusca	NC_037916.1	Dosinia altior	Veneridae	17536	13	2	refseq
mollusca	NC_038063.1	Dosinia japonica	Veneridae	17693	13	2	refseq
mollusca	NC_037917.1	Dosinia troscheli	Veneridae	17229	13	2	refseq
mollusca	NC_045870.1	Macridiscus melanaegis	Veneridae	20738	12	2	refseq
mollusca	NC_045888.1	Macridiscus multifarius	Veneridae	20171	12	2	refseq
mollusca	NC_068245.1	Marcia hiantina	Veneridae	18549	13	2	refseq
mollusca	NC_068246.1	Marcia japonica	Veneridae	18232	13	2	refseq
mollusca	NC_068247.1	Marcia recens	Veneridae	18321	13	2	refseq
mollusca	NC_048487.1	Mercenaria mercenaria	Veneridae	18365	13	2	refseq
mollusca	NC_016174.1	Meretrix lamarckii	Veneridae	21209	13	2	refseq
mollusca	NC_014809.1	Meretrix lusoria	Veneridae	20268	13	2	refseq
mollusca	NC_022924.1	Meretrix lyrata	Veneridae	21625	13	2	refseq
mollusca	NC_013188.1	Meretrix meretrix	Veneridae	19826	12	2	refseq
mollusca	NC_012767.1	Meretrix petechialis	Veneridae	19567	12	2	refseq
mollusca	NC_016889.1	Paphia amabilis	Veneridae	19629	13	2	refseq
mollusca	NC_014579.1	Paphia euglypta	Veneridae	18643	12	2	refseq
mollusca	NC_016890.1	Paratapes textilis	Veneridae	18561	13	2	refseq
mollusca	NC_016891.1	Paratapes undulatus	Veneridae	18154	13	2	refseq
mollusca	NC_035757.1	Ruditapes decussatus	Veneridae	18995	13	2	refseq
mollusca	NC_031332.1	Ruditapes philippinarum	Veneridae	22089	13	2	refseq
mollusca	NC_065674.1	Ruditapes variegatus	Veneridae	20997	13	2	refseq
mollusca	NC_026728.1	Saxidomus purpurata	Veneridae	19637	12	2	refseq
mollusca	NC_068248.1	Tapes conspersus	Veneridae	18425	13	2	refseq
mollusca	NC_064209.1	Tapes dorsatus	Veneridae	18432	13	2	refseq
mollusca	NC_014583.1	Ceraesignum maximum	Vermetidae	15578	13	2	refseq
mollusca	NC_014580.1	Dendropoma gregarium	Vermetidae	15641	13	2	refseq
mollusca	NC_014585.1	Eualetes tulipa	Vermetidae	15078	13	2	refseq
mollusca	NC_014588.1	Thylacodes squamigerus	Vermetidae	15544	13	4	refseq
mollusca	NC_072244.1	Eleutherocaulis alte	Veronicellidae	14769	12	2	refseq
mollusca	NC_026045.1	Vertigo pusilla	Vertiginidae	14078	13	2	refseq
mollusca	NC_044766.1	Archivesica marissinica	Vesicomyidae	17374	13	2	refseq
mollusca	NC_051454.1	Ectenagena elongata	Vesicomyidae	16827	13	2	refseq
mollusca	NC_028724.1	Turneroconcha magnifica	Vesicomyidae	19738	13	2	refseq
mollusca	NC_025577.1	Cipangopaludina cathayensis	Viviparidae	17157	13	2	refseq
mollusca	NC_035734.1	Cipangopaludina chinensis	Viviparidae	17009	13	2	refseq
mollusca	NC_059028.1	Cipangopaludina longispira	Viviparidae	17356	13	2	refseq
mollusca	NC_035754.1	Cipangopaludina ussuriensis	Viviparidae	16596	13	2	refseq
mollusca	NC_035587.1	Margarya melanioides	Viviparidae	17083	13	2	refseq
mollusca	NC_035586.1	Margarya oxytropoides	Viviparidae	17044	13	2	refseq
mollusca	NC_051889.1	Rivularia auriculata	Viviparidae	16552	13	2	refseq
mollusca	NC_066479.1	Rivularia globosa	Viviparidae	16553	13	2	refseq
mollusca	NC_066478.1	Rivularia ovum	Viviparidae	16552	13	2	refseq
mollusca	NC_035735.1	Sinotaia aeruginosa	Viviparidae	17013	13	2	refseq
mollusca	NC_056961.1	Sinotaia quadrata	Viviparidae	17255	13	2	refseq
mollusca	NC_035733.1	Viviparus chui	Viviparidae	16392	13	2	refseq
mollusca	NC_013245.1	Cymbium olla	Volutidae	15375	13	2	refseq
mollusca	NC_085485.1	Fulgoraria chinoi	Volutidae	16173	13	2	refseq
mollusca	NC_084207.1	Fulgoraria rupestris rupestris	Volutidae	16223	13	2	refseq
mollusca	NC_088440.1	Voluta musica	Volutidae	15306	13	2	refseq
mollusca	NC_012428.1	Ascobulla fragilis	Volvatellidae	14745	13	2	refseq
mollusca	NC_059926.1	Xenophora japonica	Xenophoridae	15684	13	2	refseq
mollusca	NC_063753.1	Xylonora corona	Xylophagaidae	15083	12	2	refseq
mollusca	NC_063754.1	Xylophaga dorsalis	Xylophagaidae	16787	12	2	refseq
mollusca	NC_063755.1	Xylophaga oregona	Xylophagaidae	18220	12	2	refseq
mollusca	NC_063756.1	Xylophaga washingtona	Xylophagaidae	18624	12	2	refseq
